Date,Symbol,Close,Open,High,Low,Volume,AdjClose
10/14/2010,TSLA,1.383332968,1.399999976,1.40199995,1.360000014,4422000,1.383332968
10/15/2010,TSLA,1.369333029,1.392667055,1.393332958,1.350000024,4270500,1.369333029
10/18/2010,TSLA,1.348667026,1.368000031,1.376000047,1.34800005,2442000,1.348667026
10/19/2010,TSLA,1.336666942,1.346667051,1.36066699,1.333333015,3678000,1.336666942
10/20/2010,TSLA,1.376667023,1.343999982,1.379333019,1.335999966,4687500,1.376667023
10/21/2010,TSLA,1.383332968,1.373999953,1.396667004,1.363332987,6256500,1.383332968
10/22/2010,TSLA,1.381332994,1.378666997,1.395333052,1.370000005,2416500,1.381332994
10/25/2010,TSLA,1.389999986,1.396000028,1.398666978,1.381999969,1777500,1.389999986
10/26/2010,TSLA,1.424000025,1.386667013,1.457999945,1.367333055,9913500,1.424000025
10/27/2010,TSLA,1.399999976,1.416666985,1.425333023,1.376667023,5347500,1.399999976
10/28/2010,TSLA,1.412667036,1.425999999,1.433333039,1.397333026,3363000,1.412667036
10/29/2010,TSLA,1.45599997,1.409332991,1.456666946,1.403332949,4209000,1.45599997
11/1/2010,TSLA,1.427332997,1.462666988,1.516667008,1.420667052,6837000,1.427332997
11/2/2010,TSLA,1.416666985,1.445333004,1.45866704,1.403332949,4837500,1.416666985
11/3/2010,TSLA,1.451333046,1.418666959,1.5,1.410666943,5589000,1.451333046
11/4/2010,TSLA,1.659999967,1.506667018,1.688667059,1.476667047,28110000,1.659999967
11/5/2010,TSLA,1.629333019,1.657999992,1.66466701,1.581333041,15165000,1.629333019
11/8/2010,TSLA,1.665333033,1.633332968,1.666666985,1.601999998,7642500,1.665333033
11/9/2010,TSLA,1.64199996,1.666666985,1.712666988,1.603332996,14346000,1.64199996
11/10/2010,TSLA,1.957332969,1.631999969,1.998000026,1.603332996,45907500,1.957332969
11/11/2010,TSLA,1.869333029,1.906666994,1.940000057,1.822000027,29179500,1.869333029
11/12/2010,TSLA,1.989333034,1.883332968,2.033333063,1.871333003,40936500,1.989333034
11/15/2010,TSLA,2.053333044,2.014667034,2.196000099,2.014667034,39343500,2.053333044
11/16/2010,TSLA,1.978000045,2.06666708,2.093333006,1.894667029,20214000,1.978000045
11/17/2010,TSLA,1.965999961,2.013333082,2.049999952,1.907333016,11250000,1.965999961
11/18/2010,TSLA,1.99266696,2.044667006,2.049333096,1.927999973,14341500,1.99266696
11/19/2010,TSLA,2.065999985,2.010667086,2.091332912,1.980000019,17257500,2.065999985
11/22/2010,TSLA,2.226666927,2.104666948,2.230000019,2.099999905,22945500,2.226666927
11/23/2010,TSLA,2.304666996,2.219332933,2.378667116,2.145999908,23667000,2.304666996
11/24/2010,TSLA,2.364666939,2.351332903,2.398000002,2.288666964,21375000,2.364666939
11/26/2010,TSLA,2.354666948,2.373332977,2.400000095,2.31666708,5259000,2.354666948
11/29/2010,TSLA,2.288666964,2.36066699,2.396667004,2.221999884,17184000,2.288666964
11/30/2010,TSLA,2.35533309,2.249332905,2.35533309,2.227333069,33339000,2.35533309
12/1/2010,TSLA,2.289999962,2.391333103,2.427999973,2.230000019,19488000,2.289999962
12/2/2010,TSLA,2.156666994,2.267333031,2.286667109,2.079999924,30105000,2.156666994
12/3/2010,TSLA,2.099333048,2.134000063,2.150000095,2.058000088,17401500,2.099333048
12/6/2010,TSLA,2.020667076,2.089999914,2.096667051,1.970667005,19116000,2.020667076
12/7/2010,TSLA,2.104000092,2.032666922,2.160000086,2.003333092,19669500,2.104000092
12/8/2010,TSLA,2.157999992,2.165333033,2.165999889,2.101332903,9900000,2.157999992
12/9/2010,TSLA,2.136667013,2.167332888,2.181333065,2.109999895,6090000,2.136667013
12/10/2010,TSLA,2.101332903,2.136667013,2.194667101,2.075333118,6441000,2.101332903
12/13/2010,TSLA,2.036667109,2.109333038,2.118000031,2.026667118,6156000,2.036667109
12/14/2010,TSLA,1.90199995,2.019332886,2.026000023,1.850667,26485500,1.90199995
12/15/2010,TSLA,1.973333001,1.911332965,1.998000026,1.90199995,11143500,1.973333001
12/16/2010,TSLA,2.053999901,2,2.060667038,1.976667047,11851500,2.053999901
12/17/2010,TSLA,2.090667009,2.089333057,2.102667093,2.047333002,12195000,2.090667009
12/20/2010,TSLA,2.113332987,2.109333038,2.145999908,2.084000111,7851000,2.113332987
12/21/2010,TSLA,2.150666952,2.119999886,2.179332972,2.114000082,11665500,2.150666952
12/22/2010,TSLA,2.175333023,2.150000095,2.190666914,2.113332987,12499500,2.175333023
12/23/2010,TSLA,2.006000042,2.084000111,2.165333033,1.994667053,23289000,2.006000042
12/27/2010,TSLA,1.70333302,1.868000031,1.905333042,1.670667052,139528500,1.70333302
12/28/2010,TSLA,1.760666966,1.723333001,1.783332944,1.666666985,60844500,1.760666966
12/29/2010,TSLA,1.848667026,1.802000046,1.867333055,1.766667008,49788000,1.848667026
12/30/2010,TSLA,1.766667008,1.846667051,1.860000014,1.758666992,30616500,1.766667008
12/31/2010,TSLA,1.775333047,1.771332979,1.816666961,1.766667008,21268500,1.775333047
1/3/2011,TSLA,1.774667025,1.789332986,1.799999952,1.726667047,19245000,1.774667025
1/4/2011,TSLA,1.777999997,1.777333021,1.79666698,1.734666944,17811000,1.777999997
1/5/2011,TSLA,1.788666964,1.765333056,1.793333054,1.746000051,21700500,1.788666964
1/6/2011,TSLA,1.858667016,1.788666964,1.866667032,1.787333012,30918000,1.858667016
1/7/2011,TSLA,1.882666945,1.866667032,1.905333042,1.860000014,33718500,1.882666945
1/10/2011,TSLA,1.896667004,1.878000021,1.911999941,1.870000005,20140500,1.896667004
1/11/2011,TSLA,1.797333002,1.906000018,1.914000034,1.794667006,25653000,1.797333002
1/12/2011,TSLA,1.797333002,1.800667048,1.826666951,1.768000007,14466000,1.797333002
1/13/2011,TSLA,1.748000026,1.797333002,1.797999978,1.743999958,10854000,1.748000026
1/14/2011,TSLA,1.716667056,1.743332982,1.771999955,1.707332969,17880000,1.716667056
1/18/2011,TSLA,1.709332943,1.698667049,1.709332943,1.649999976,24325500,1.709332943
1/19/2011,TSLA,1.601999998,1.684666991,1.697999954,1.583333015,35572500,1.601999998
1/20/2011,TSLA,1.508000016,1.601999998,1.629999995,1.491333008,34198500,1.508000016
1/21/2011,TSLA,1.536000013,1.54133296,1.572667003,1.514000058,18255000,1.536000013
1/24/2011,TSLA,1.632666945,1.568667054,1.654000044,1.548666954,24676500,1.632666945
1/25/2011,TSLA,1.645333052,1.643332958,1.659332991,1.601333022,19072500,1.645333052
1/26/2011,TSLA,1.649999976,1.647333026,1.658666968,1.606667042,16198500,1.649999976
1/27/2011,TSLA,1.661332965,1.649333,1.672000051,1.635332942,13435500,1.661332965
1/28/2011,TSLA,1.600667,1.658666968,1.658666968,1.583333015,15726000,1.600667
1/31/2011,TSLA,1.606667042,1.603332996,1.60800004,1.566666961,12454500,1.606667042
2/1/2011,TSLA,1.593999982,1.620666981,1.648666978,1.569332957,10617000,1.593999982
2/2/2011,TSLA,1.595999956,1.61066699,1.611999989,1.577999949,8542500,1.595999956
2/3/2011,TSLA,1.575332999,1.588000059,1.593333006,1.543333054,7680000,1.575332999
2/4/2011,TSLA,1.56400001,1.562667012,1.577999949,1.547999978,8160000,1.56400001
2/7/2011,TSLA,1.537999988,1.550667048,1.550667048,1.525333047,13426500,1.537999988
2/8/2011,TSLA,1.632666945,1.58533299,1.683333039,1.533332944,52573500,1.632666945
2/9/2011,TSLA,1.547333002,1.608667016,1.611999989,1.519333005,39534000,1.547333002
2/10/2011,TSLA,1.547999978,1.550667048,1.575999975,1.520666957,12541500,1.547999978
2/11/2011,TSLA,1.549999952,1.549999952,1.583333015,1.529332995,9517500,1.549999952
2/14/2011,TSLA,1.538666964,1.575999975,1.609333038,1.536666989,19246500,1.538666964
2/15/2011,TSLA,1.52266705,1.534000039,1.544667006,1.503999949,14305500,1.52266705
2/16/2011,TSLA,1.648666978,1.539999962,1.66466701,1.537999988,61726500,1.648666978
2/17/2011,TSLA,1.573333025,1.64199996,1.699332952,1.570000052,39276000,1.573333025
2/18/2011,TSLA,1.545333028,1.555333018,1.565999985,1.530666947,35560500,1.545333028
2/22/2011,TSLA,1.457999945,1.525333047,1.533332944,1.452000022,30969000,1.457999945
2/23/2011,TSLA,1.455332994,1.478667021,1.5,1.407333016,24084000,1.455332994
2/24/2011,TSLA,1.501999974,1.452000022,1.505332947,1.433333039,15829500,1.501999974
2/25/2011,TSLA,1.574000001,1.520666957,1.590000033,1.512666941,20194500,1.574000001
2/28/2011,TSLA,1.592666984,1.582666993,1.606667042,1.566666961,15768000,1.592666984
3/1/2011,TSLA,1.595999956,1.603332996,1.621333003,1.580000043,16596000,1.595999956
3/2/2011,TSLA,1.601333022,1.588000059,1.618667006,1.582000017,9949500,1.601333022
3/3/2011,TSLA,1.623999953,1.631999969,1.652667046,1.603999972,9603000,1.623999953
3/4/2011,TSLA,1.663333058,1.631999969,1.666000009,1.58533299,23701500,1.663333058
3/7/2011,TSLA,1.662667036,1.661999941,1.69333303,1.646667004,30504000,1.662667036
3/8/2011,TSLA,1.644000053,1.639999986,1.664000034,1.600000024,20998500,1.644000053
3/9/2011,TSLA,1.648000002,1.644000053,1.666000009,1.618000031,13872000,1.648000002
3/10/2011,TSLA,1.600667,1.629333019,1.632666945,1.582000017,15255000,1.600667
3/11/2011,TSLA,1.604666948,1.590000033,1.616667032,1.568667054,13962000,1.604666948
3/14/2011,TSLA,1.549999952,1.588000059,1.600000024,1.54666698,17490000,1.549999952
3/15/2011,TSLA,1.529999971,1.480000019,1.530666947,1.45333302,19782000,1.529999971
3/16/2011,TSLA,1.521332979,1.524000049,1.549999952,1.512666941,17545500,1.521332979
3/17/2011,TSLA,1.520666957,1.549332976,1.562000036,1.509333014,13839000,1.520666957
3/18/2011,TSLA,1.530666947,1.546000004,1.546000004,1.500666976,10318500,1.530666947
3/21/2011,TSLA,1.515333056,1.536666989,1.536666989,1.50266695,6175500,1.515333056
3/22/2011,TSLA,1.479333043,1.515333056,1.524000049,1.466667056,8743500,1.479333043
3/23/2011,TSLA,1.480666995,1.473999977,1.484666944,1.451333046,6342000,1.480666995
3/24/2011,TSLA,1.488667011,1.475999951,1.491999984,1.465332985,6933000,1.488667011
3/25/2011,TSLA,1.516667008,1.495332956,1.533332944,1.493332982,8520000,1.516667008
3/28/2011,TSLA,1.549999952,1.513332963,1.569332957,1.503332973,15871500,1.549999952
3/29/2011,TSLA,1.594666958,1.553333044,1.600000024,1.547333002,11331000,1.594666958
3/30/2011,TSLA,1.580667019,1.607332945,1.632666945,1.534000039,18349500,1.580667019
3/31/2011,TSLA,1.850000024,1.769999981,1.914000034,1.766667008,172767000,1.850000024
4/1/2011,TSLA,1.777333021,1.830000043,1.878666997,1.771332979,42972000,1.777333021
4/4/2011,TSLA,1.722000003,1.788666964,1.799999952,1.682000041,39139500,1.722000003
4/5/2011,TSLA,1.779999971,1.726667047,1.799999952,1.712666988,47713500,1.779999971
4/6/2011,TSLA,1.766000032,1.799332976,1.800667048,1.720000029,19324500,1.766000032
4/7/2011,TSLA,1.815999985,1.789999962,1.862666965,1.763332963,42154500,1.815999985
4/8/2011,TSLA,1.766000032,1.838667035,1.840000033,1.75733304,29196000,1.766000032
4/11/2011,TSLA,1.684666991,1.764667034,1.768666983,1.667999983,20541000,1.684666991
4/12/2011,TSLA,1.643332958,1.672000051,1.680667043,1.620000005,20361000,1.643332958
4/13/2011,TSLA,1.661999941,1.675333023,1.712666988,1.654000044,18172500,1.661999941
4/14/2011,TSLA,1.675999999,1.657999992,1.685333014,1.613332987,14751000,1.675999999
4/15/2011,TSLA,1.705332994,1.710000038,1.745332956,1.694000006,14152500,1.705332994
4/18/2011,TSLA,1.668666959,1.675333023,1.707999945,1.623999953,15508500,1.668666959
4/19/2011,TSLA,1.677332997,1.684000015,1.684000015,1.643332958,8230500,1.677332997
4/20/2011,TSLA,1.716667056,1.713333011,1.739333034,1.686666965,12558000,1.716667056
4/21/2011,TSLA,1.782667041,1.723333001,1.798666954,1.70599997,20791500,1.782667041
4/25/2011,TSLA,1.759333014,1.779999971,1.781999946,1.731333017,12013500,1.759333014
4/26/2011,TSLA,1.795333028,1.777333021,1.816666961,1.753999949,21000000,1.795333028
4/27/2011,TSLA,1.805333018,1.795333028,1.824000001,1.775333047,14953500,1.805333018
4/28/2011,TSLA,1.843999982,1.804666996,1.845999956,1.78133297,24000000,1.843999982
4/29/2011,TSLA,1.840000033,1.845999956,1.85800004,1.827999949,10890000,1.840000033
5/2/2011,TSLA,1.830000043,1.840000033,1.853332996,1.80400002,11769000,1.830000043
5/3/2011,TSLA,1.79133296,1.825332999,1.825999975,1.766667008,13708500,1.79133296
5/4/2011,TSLA,1.779332995,1.785333037,1.799999952,1.716667056,15667500,1.779332995
5/5/2011,TSLA,1.762666941,1.813333035,1.829332948,1.744667053,18277500,1.762666941
5/6/2011,TSLA,1.807999969,1.793333054,1.846667051,1.774667025,14725500,1.807999969
5/9/2011,TSLA,1.86066699,1.799999952,1.866667032,1.789999962,13746000,1.86066699
5/10/2011,TSLA,1.888666987,1.882666945,1.929999948,1.86066699,23029500,1.888666987
5/11/2011,TSLA,1.804666996,1.879999995,1.886667013,1.794667006,14437500,1.804666996
5/12/2011,TSLA,1.844666958,1.804666996,1.849333048,1.776666999,9420000,1.844666958
5/13/2011,TSLA,1.836666942,1.866667032,1.879333019,1.820000052,9922500,1.836666942
5/16/2011,TSLA,1.773332953,1.866000056,1.866000056,1.769999981,11335500,1.773332953
5/17/2011,TSLA,1.730666995,1.799999952,1.799999952,1.714666963,18513000,1.730666995
5/18/2011,TSLA,1.756667018,1.74000001,1.764667034,1.701333046,10942500,1.756667018
5/19/2011,TSLA,1.879999995,1.802000046,1.896000028,1.773332953,39826500,1.879999995
5/20/2011,TSLA,1.864667058,1.883999944,1.885332942,1.823333025,12637500,1.864667058
5/23/2011,TSLA,1.787999988,1.841333032,1.841333032,1.774667025,12954000,1.787999988
5/24/2011,TSLA,1.78133297,1.801332951,1.833333015,1.773332953,9205500,1.78133297
5/25/2011,TSLA,1.932000041,1.793333054,1.934000015,1.744667053,70396500,1.932000041
5/26/2011,TSLA,1.965332985,1.921332955,1.983999968,1.873332977,50053500,1.965332985
5/27/2011,TSLA,1.970000029,1.969333053,1.978000045,1.921332955,25306500,1.970000029
5/31/2011,TSLA,2.009332895,1.979333043,2.018666983,1.970000029,49357500,2.009332895
6/1/2011,TSLA,1.901332974,2,2.006666899,1.89199996,22948500,1.901332974
6/2/2011,TSLA,1.917333007,1.901332974,1.954666972,1.900666952,14794500,1.917333007
6/3/2011,TSLA,2.008666992,1.996667027,2.099999905,1.966667056,93138000,2.008666992
6/6/2011,TSLA,1.913333058,2.006666899,2.008666992,1.883999944,34966500,1.913333058
6/7/2011,TSLA,1.891332984,1.929332972,1.959332943,1.883999944,18331500,1.891332984
6/8/2011,TSLA,1.807999969,1.896000028,1.906666994,1.801332951,25438500,1.807999969
6/9/2011,TSLA,1.841333032,1.828667045,1.873332977,1.80666697,24048000,1.841333032
6/10/2011,TSLA,1.857332945,1.834666967,1.886667013,1.823333025,23499000,1.857332945
6/13/2011,TSLA,1.895333052,1.871333003,1.925333023,1.858667016,25701000,1.895333052
6/14/2011,TSLA,1.906666994,1.902667046,1.980000019,1.901332974,23601000,1.906666994
6/15/2011,TSLA,1.821333051,1.896000028,1.896667004,1.804666996,20175000,1.821333051
6/16/2011,TSLA,1.766667008,1.844666958,1.866667032,1.715999961,27633000,1.766667008
6/17/2011,TSLA,1.766667008,1.79133296,1.846667051,1.74266696,25710000,1.766667008
6/20/2011,TSLA,1.733999968,1.75266695,1.764000058,1.700000048,23067000,1.733999968
6/21/2011,TSLA,1.83533299,1.749333024,1.848667026,1.733332992,22440000,1.83533299
6/22/2011,TSLA,1.81400001,1.824666977,1.883332968,1.80666697,22134000,1.81400001
6/23/2011,TSLA,1.847332954,1.813333035,1.84800005,1.74733305,17550000,1.847332954
6/24/2011,TSLA,1.838000059,1.842666984,1.864667058,1.817332983,54127500,1.838000059
6/27/2011,TSLA,1.830667019,1.848667026,1.885332942,1.820667028,27141000,1.830667019
6/28/2011,TSLA,1.873999953,1.852666974,1.883332968,1.844666958,13338000,1.873999953
6/29/2011,TSLA,1.886000037,1.899999976,1.939332962,1.871333003,21927000,1.886000037
6/30/2011,TSLA,1.942000031,1.899999976,1.955332994,1.893332958,14200500,1.942000031
7/1/2011,TSLA,1.934666991,1.937999964,1.973333001,1.919999957,12823500,1.934666991
7/5/2011,TSLA,1.942667007,1.934666991,1.968000054,1.914000034,14940000,1.942667007
7/6/2011,TSLA,1.930667043,1.942667007,1.942667007,1.903332949,13903500,1.930667043
7/7/2011,TSLA,1.981999993,1.942667007,2,1.934000015,19918500,1.981999993
7/8/2011,TSLA,1.920667052,1.99266696,1.99266696,1.906000018,18609000,1.920667052
7/11/2011,TSLA,1.889999986,1.893332958,1.90199995,1.866667032,14637000,1.889999986
7/12/2011,TSLA,1.878000021,1.891332984,1.939332962,1.866667032,15681000,1.878000021
7/13/2011,TSLA,1.909332991,1.895333052,1.935333014,1.860000014,15990000,1.909332991
7/14/2011,TSLA,1.840667009,1.90199995,1.930667043,1.816666961,17385000,1.840667009
7/15/2011,TSLA,1.838667035,1.852666974,1.855332971,1.826666951,10635000,1.838667035
7/18/2011,TSLA,1.815333009,1.822667003,1.830000043,1.775333047,12778500,1.815333009
7/19/2011,TSLA,1.859333038,1.838667035,1.873999953,1.835999966,15391500,1.859333038
7/20/2011,TSLA,1.912667036,1.866667032,2.029333115,1.853332996,45724500,1.912667036
7/21/2011,TSLA,1.913333058,1.927332997,1.944000006,1.873332977,15172500,1.913333058
7/22/2011,TSLA,1.952666998,1.913333058,1.969333053,1.903332949,8752500,1.952666998
7/25/2011,TSLA,1.899333,1.934000015,1.950000048,1.896000028,10099500,1.899333
7/26/2011,TSLA,1.866667032,1.887333035,1.917999983,1.864667058,11409000,1.866667032
7/27/2011,TSLA,1.842666984,1.899999976,1.899999976,1.833999991,14377500,1.842666984
7/28/2011,TSLA,1.878000021,1.840000033,1.903332949,1.835999966,14080500,1.878000021
7/29/2011,TSLA,1.878000021,1.853332996,1.893332958,1.833333015,14223000,1.878000021
8/1/2011,TSLA,1.917999983,1.911332965,1.932000041,1.880666971,17473500,1.917999983
8/2/2011,TSLA,1.822667003,1.912667036,1.946666956,1.817999959,23241000,1.822667003
8/3/2011,TSLA,1.813333035,1.833333015,1.855332971,1.756000042,26917500,1.813333035
8/4/2011,TSLA,1.649999976,1.767333031,1.792667031,1.644667029,45967500,1.649999976
8/5/2011,TSLA,1.616000056,1.666000009,1.692000031,1.521999955,29466000,1.616000056
8/8/2011,TSLA,1.575999975,1.539999962,1.629333019,1.539999962,39127500,1.575999975
8/9/2011,TSLA,1.670667052,1.610000014,1.696666956,1.580000043,20001000,1.670667052
8/10/2011,TSLA,1.588000059,1.69599998,1.69599998,1.575332999,23463000,1.588000059
8/11/2011,TSLA,1.686666965,1.602666974,1.716667056,1.600000024,12547500,1.686666965
8/12/2011,TSLA,1.753999949,1.706666946,1.809332967,1.690667033,15136500,1.753999949
8/15/2011,TSLA,1.748667002,1.774667025,1.783332944,1.728667021,11079000,1.748667002
8/16/2011,TSLA,1.74000001,1.741999984,1.769333005,1.722000003,8065500,1.74000001
8/17/2011,TSLA,1.722000003,1.759333014,1.776666999,1.700667024,9655500,1.722000003
8/18/2011,TSLA,1.617333055,1.666666985,1.676666975,1.564666986,15849000,1.617333055
8/19/2011,TSLA,1.486667037,1.590667009,1.614667058,1.466667056,20629500,1.486667037
8/22/2011,TSLA,1.463333011,1.540667057,1.586666942,1.445333004,14791500,1.463333011
8/23/2011,TSLA,1.530666947,1.462000012,1.540667057,1.433333039,13035000,1.530666947
8/24/2011,TSLA,1.591333032,1.539999962,1.59533298,1.521999955,10264500,1.591333032
8/25/2011,TSLA,1.540667057,1.591333032,1.591333032,1.526666999,10197000,1.540667057
8/26/2011,TSLA,1.582000017,1.514000058,1.596667051,1.471333027,11427000,1.582000017
8/29/2011,TSLA,1.647333026,1.614667058,1.656666994,1.601333022,12051000,1.647333026
8/30/2011,TSLA,1.64199996,1.633332968,1.651332974,1.605999947,5493000,1.64199996
8/31/2011,TSLA,1.649333,1.653332949,1.700000048,1.618667006,12357000,1.649333
9/1/2011,TSLA,1.600000024,1.644000053,1.657999992,1.589333057,12721500,1.600000024
9/2/2011,TSLA,1.537999988,1.577332973,1.599333048,1.511999965,11548500,1.537999988
9/6/2011,TSLA,1.529332995,1.5,1.54666698,1.485999942,12147000,1.529332995
9/7/2011,TSLA,1.589333057,1.559332967,1.600000024,1.552000046,6888000,1.589333057
9/8/2011,TSLA,1.574000001,1.572000027,1.601999998,1.552000046,7585500,1.574000001
